Tag/category id,Label,Description,Parent tag/category,Product/service id,Ref.,Label,Manufacture Type,
8,Brochure,,0,367,NATIONAL BROCHURE,NATIONAL BROCHURE,,
10,Cards,,0,323,PC1 - 2,Cards,,
10,Cards,,0,325,2-KT Set,Cards,,
10,Cards,,0,327,1KT,Cards,,
10,Cards,,0,329,2KT,Cards,,
10,Cards,,0,331,3KT,Cards,,
10,Cards,,0,333,4KT  ,Cards,,
10,Cards,,0,335,5KT ,Cards,,
10,Cards,,0,337,6KT ,Cards,,
10,Cards,,0,339,7KT ,Cards,,
10,Cards,,0,341,9KT ,Cards,,
10,Cards,,0,343,12KT,Cards,,
10,Cards,,0,345,5KT/8 Breakway,Cards,,
10,Cards,,0,347,2KT / 10 Breakway,Cards,,
10,Cards,,0,349,3KT / 8 Breakway,Cards,,
10,Cards,,0,351,3KT / 16 Breakway,Cards,,
10,Cards,,0,353,5KT /12 Breakway ,Cards ,,
11,Data Entry,,0,369,BROCHURE DATA ENTRY,BROCHURE DATA ENTRY,,
12,Fee,,0,359,Rush Fee,Rush Fee,,
12,Fee,,0,361,Card Art Fee,Card Art,,
12,Fee,,0,363,Personalization ,PERSONALIZATION,,
12,Fee,,0,365,2ND SIDE PERSONALIZATION,2ND SIDE PERSONALIZATION,,
13,Garbage Bags,,0,260,GB,OG - THE ORIGINAL GARBAGE BAG,,
